id,station_id,stop_id,station_name,stop_desc,run_number,route_id,destination_id,destination_name,route_direction_code,prediction_generated,expected_arrival,is_approaching,is_scheduled,is_fit,is_delayed
401,30238,30238,47th,Service toward 95th,845,Red,30238,95th/Dan Ryan,5,2012-10-23 21:07:56-05,2012-10-23 21:11:56-05,0,0,0,0
402,30238,30238,47th,Service toward 95th,917,Red,30238,95th/Dan Ryan,5,2012-10-23 21:07:52-05,2012-10-23 21:24:52-05,0,0,0,0
403,30237,30237,47th,Service toward Howard,935,Red,30237,Howard,1,2012-10-23 21:07:46-05,2012-10-23 21:11:46-05,0,0,0,0
404,30237,30237,47th,Service toward Howard,943,Red,30237,Howard,1,2012-10-23 21:07:54-05,2012-10-23 21:19:54-05,0,0,0,0
405,30178,30178,63rd,Service toward 95th,834,Red,30178,95th/Dan Ryan,5,2012-10-23 21:07:40-05,2012-10-23 21:10:40-05,0,0,0,0
406,30178,30178,63rd,Service toward 95th,845,Red,30178,95th/Dan Ryan,5,2012-10-23 21:07:56-05,2012-10-23 21:16:56-05,0,0,0,0
407,30177,30177,63rd,Service toward Howard,943,Red,30177,Howard,1,2012-10-23 21:07:54-05,2012-10-23 21:14:54-05,0,0,0,0
408,30192,30192,69th,Service toward 95th,832,Red,30192,95th/Dan Ryan,5,2012-10-23 21:07:39-05,2012-10-23 21:09:39-05,0,0,0,0
409,30192,30192,69th,Service toward 95th,834,Red,30192,95th/Dan Ryan,5,2012-10-23 21:07:40-05,2012-10-23 21:13:40-05,0,0,0,0
410,30192,30192,69th,Service toward 95th,845,Red,30192,95th/Dan Ryan,5,2012-10-23 21:07:56-05,2012-10-23 21:20:56-05,0,0,0,0
411,30191,30191,69th,Service toward Howard,943,Red,30191,Howard,1,2012-10-23 21:07:54-05,2012-10-23 21:10:54-05,0,0,0,0
412,30047,30047,79th,Service toward 95th,832,Red,30047,95th/Dan Ryan,5,2012-10-23 21:07:39-05,2012-10-23 21:12:39-05,0,0,0,0
413,30047,30047,79th,Service toward 95th,834,Red,30047,95th/Dan Ryan,5,2012-10-23 21:07:40-05,2012-10-23 21:16:40-05,0,0,0,0
414,30047,30047,79th,Service toward 95th,845,Red,30047,95th/Dan Ryan,5,2012-10-23 21:07:56-05,2012-10-23 21:23:56-05,0,0,0,0
415,30046,30046,79th,Service toward Howard,943,Red,30046,Howard,1,2012-10-23 21:07:54-05,2012-10-23 21:08:54-05,1,0,0,0
416,30276,30276,87th,Service toward 95th,832,Red,30276,95th/Dan Ryan,5,2012-10-23 21:07:39-05,2012-10-23 21:16:39-05,0,0,0,0
417,30276,30276,87th,Service toward 95th,834,Red,30276,95th/Dan Ryan,5,2012-10-23 21:07:40-05,2012-10-23 21:21:40-05,0,0,0,0
418,30275,30275,87th,Service toward Howard,925,Red,30275,Howard,1,2012-10-23 21:08:01-05,2012-10-23 21:16:01-05,0,1,0,0
419,30088,30088,95th/Dan Ryan,Service toward Howard,925,Red,30088,Howard,1,2012-10-23 21:08:00-05,2012-10-23 21:13:00-05,0,1,0,0
420,30274,30274,Addison,Service toward 95th,835,Red,30274,95th/Dan Ryan,5,2012-10-23 21:07:37-05,2012-10-23 21:12:37-05,0,0,0,0
421,30274,30274,Addison,Service toward 95th,920,Red,30274,95th/Dan Ryan,5,2012-10-23 21:07:50-05,2012-10-23 21:16:50-05,0,0,0,0
422,30274,30274,Addison,Service toward 95th,836,Red,30274,95th/Dan Ryan,5,2012-10-23 21:07:45-05,2012-10-23 21:22:45-05,0,0,0,0
423,30273,30273,Addison,Service toward Howard,934,Red,30273,Howard,1,2012-10-23 21:07:42-05,2012-10-23 21:10:42-05,0,0,0,0
424,30273,30273,Addison,Service toward Howard,827,Red,30273,Howard,1,2012-10-23 21:07:57-05,2012-10-23 21:14:57-05,0,0,0,0
425,30273,30273,Addison,Service toward Howard,923,Red,30273,Howard,1,2012-10-23 21:07:29-05,2012-10-23 21:20:29-05,0,0,0,0
426,30238,30238,47th,Service toward 95th,845,Red,30238,95th/Dan Ryan,5,2012-10-23 21:11:33-05,2012-10-23 21:12:33-05,1,0,0,0
427,30238,30238,47th,Service toward 95th,917,Red,30238,95th/Dan Ryan,5,2012-10-23 21:11:38-05,2012-10-23 21:24:38-05,0,0,0,0
428,30238,30238,47th,Service toward 95th,918,Red,30238,95th/Dan Ryan,5,2012-10-23 21:11:29-05,2012-10-23 21:29:29-05,0,0,0,0
429,30237,30237,47th,Service toward Howard,943,Red,30237,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:19:24-05,0,0,0,0
430,30237,30237,47th,Service toward Howard,936,Red,30237,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:22:24-05,0,0,0,0
431,30178,30178,63rd,Service toward 95th,845,Red,30178,95th/Dan Ryan,5,2012-10-23 21:11:33-05,2012-10-23 21:16:33-05,0,0,0,0
432,30178,30178,63rd,Service toward 95th,917,Red,30178,95th/Dan Ryan,5,2012-10-23 21:11:38-05,2012-10-23 21:29:38-05,0,0,0,0
433,30177,30177,63rd,Service toward Howard,943,Red,30177,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:14:24-05,0,0,0,0
434,30177,30177,63rd,Service toward Howard,936,Red,30177,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:17:24-05,0,0,0,0
435,30192,30192,69th,Service toward 95th,834,Red,30192,95th/Dan Ryan,5,2012-10-23 21:10:55-05,2012-10-23 21:14:55-05,0,0,0,0
436,30192,30192,69th,Service toward 95th,845,Red,30192,95th/Dan Ryan,5,2012-10-23 21:11:33-05,2012-10-23 21:20:33-05,0,0,0,0
437,30191,30191,69th,Service toward Howard,936,Red,30191,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:13:24-05,0,0,0,0
438,30047,30047,79th,Service toward 95th,832,Red,30047,95th/Dan Ryan,5,2012-10-23 21:11:40-05,2012-10-23 21:12:40-05,1,0,0,0
439,30047,30047,79th,Service toward 95th,834,Red,30047,95th/Dan Ryan,5,2012-10-23 21:11:55-05,2012-10-23 21:16:55-05,0,0,0,0
440,30047,30047,79th,Service toward 95th,845,Red,30047,95th/Dan Ryan,5,2012-10-23 21:11:55-05,2012-10-23 21:23:55-05,0,0,0,0
441,30046,30046,79th,Service toward Howard,925,Red,30046,Howard,1,2012-10-23 21:12:01-05,2012-10-23 21:18:01-05,0,1,0,0
442,30276,30276,87th,Service toward 95th,832,Red,30276,95th/Dan Ryan,5,2012-10-23 21:11:40-05,2012-10-23 21:16:40-05,0,0,0,0
443,30276,30276,87th,Service toward 95th,834,Red,30276,95th/Dan Ryan,5,2012-10-23 21:11:55-05,2012-10-23 21:21:55-05,0,0,0,0
444,30276,30276,87th,Service toward 95th,845,Red,30276,95th/Dan Ryan,5,2012-10-23 21:11:55-05,2012-10-23 21:27:55-05,0,0,0,0
445,30275,30275,87th,Service toward Howard,925,Red,30275,Howard,1,2012-10-23 21:12:01-05,2012-10-23 21:16:01-05,0,1,0,0
446,30088,30088,95th/Dan Ryan,Service toward Howard,925,Red,30088,Howard,1,2012-10-23 21:12:01-05,2012-10-23 21:13:01-05,1,1,0,0
447,30274,30274,Addison,Service toward 95th,835,Red,30274,95th/Dan Ryan,5,2012-10-23 21:11:43-05,2012-10-23 21:13:43-05,0,0,0,0
448,30274,30274,Addison,Service toward 95th,920,Red,30274,95th/Dan Ryan,5,2012-10-23 21:11:55-05,2012-10-23 21:17:55-05,0,0,0,0
449,30274,30274,Addison,Service toward 95th,836,Red,30274,95th/Dan Ryan,5,2012-10-23 21:11:39-05,2012-10-23 21:23:39-05,0,0,0,0
450,30274,30274,Addison,Service toward 95th,928,Red,30274,95th/Dan Ryan,5,2012-10-23 21:11:38-05,2012-10-23 21:27:38-05,0,0,0,0
451,30273,30273,Addison,Service toward Howard,827,Red,30273,Howard,1,2012-10-23 21:11:54-05,2012-10-23 21:15:54-05,0,0,0,0
452,30273,30273,Addison,Service toward Howard,923,Red,30273,Howard,1,2012-10-23 21:11:43-05,2012-10-23 21:20:43-05,0,0,0,0
453,30273,30273,Addison,Service toward Howard,924,Red,30273,Howard,1,2012-10-23 21:11:24-05,2012-10-23 21:29:24-05,0,0,0,0
454,30238,30238,47th,Service toward 95th,917,Red,30238,95th/Dan Ryan,5,2012-10-23 21:15:22-05,2012-10-23 21:25:22-05,0,0,0,0
455,30238,30238,47th,Service toward 95th,918,Red,30238,95th/Dan Ryan,5,2012-10-23 21:15:13-05,2012-10-23 21:29:13-05,0,0,0,0
456,30237,30237,47th,Service toward Howard,943,Red,30237,Howard,1,2012-10-23 21:15:29-05,2012-10-23 21:18:29-05,0,0,0,0
457,30237,30237,47th,Service toward Howard,936,Red,30237,Howard,1,2012-10-23 21:15:39-05,2012-10-23 21:22:39-05,0,0,0,0
458,30237,30237,47th,Service toward Howard,925,Red,30237,Howard,1,2012-10-23 21:14:54-05,2012-10-23 21:29:54-05,0,0,0,0
459,30178,30178,63rd,Service toward 95th,845,Red,30178,95th/Dan Ryan,5,2012-10-23 21:15:13-05,2012-10-23 21:17:13-05,0,0,0,0
460,30178,30178,63rd,Service toward 95th,917,Red,30178,95th/Dan Ryan,5,2012-10-23 21:15:22-05,2012-10-23 21:30:22-05,0,0,0,0
461,30178,30178,63rd,Service toward 95th,918,Red,30178,95th/Dan Ryan,5,2012-10-23 21:15:13-05,2012-10-23 21:34:13-05,0,0,0,0
462,30177,30177,63rd,Service toward Howard,936,Red,30177,Howard,1,2012-10-23 21:15:39-05,2012-10-23 21:17:39-05,0,0,0,0
463,30177,30177,63rd,Service toward Howard,925,Red,30177,Howard,1,2012-10-23 21:14:54-05,2012-10-23 21:24:54-05,0,0,0,0
464,30192,30192,69th,Service toward 95th,845,Red,30192,95th/Dan Ryan,5,2012-10-23 21:15:13-05,2012-10-23 21:21:13-05,0,0,0,0
465,30192,30192,69th,Service toward 95th,917,Red,30192,95th/Dan Ryan,5,2012-10-23 21:15:22-05,2012-10-23 21:34:22-05,0,0,0,0
466,30191,30191,69th,Service toward Howard,925,Red,30191,Howard,1,2012-10-23 21:14:54-05,2012-10-23 21:20:54-05,0,0,0,0
467,30047,30047,79th,Service toward 95th,834,Red,30047,95th/Dan Ryan,5,2012-10-23 21:15:52-05,2012-10-23 21:17:52-05,0,0,0,0
468,30047,30047,79th,Service toward 95th,845,Red,30047,95th/Dan Ryan,5,2012-10-23 21:15:45-05,2012-10-23 21:23:45-05,0,0,0,0
469,30046,30046,79th,Service toward Howard,925,Red,30046,Howard,1,2012-10-23 21:15:50-05,2012-10-23 21:17:50-05,0,0,0,0
470,30276,30276,87th,Service toward 95th,832,Red,30276,95th/Dan Ryan,5,2012-10-23 21:15:52-05,2012-10-23 21:16:52-05,1,0,0,0
471,30276,30276,87th,Service toward 95th,834,Red,30276,95th/Dan Ryan,5,2012-10-23 21:15:52-05,2012-10-23 21:21:52-05,0,0,0,0
472,30276,30276,87th,Service toward 95th,845,Red,30276,95th/Dan Ryan,5,2012-10-23 21:15:45-05,2012-10-23 21:27:45-05,0,0,0,0
473,30275,30275,87th,Service toward Howard,925,Red,30275,Howard,1,2012-10-23 21:15:50-05,2012-10-23 21:16:50-05,1,0,0,0
474,30088,30088,95th/Dan Ryan,Service toward Howard,937,Red,30088,Howard,1,2012-10-23 21:16:01-05,2012-10-23 21:21:01-05,0,1,0,0
475,30274,30274,Addison,Service toward 95th,836,Red,30274,95th/Dan Ryan,5,2012-10-23 21:15:52-05,2012-10-23 21:17:52-05,0,0,0,0
476,30274,30274,Addison,Service toward 95th,920,Red,30274,95th/Dan Ryan,5,2012-10-23 21:15:31-05,2012-10-23 21:22:31-05,0,0,0,0
477,30274,30274,Addison,Service toward 95th,928,Red,30274,95th/Dan Ryan,5,2012-10-23 21:15:09-05,2012-10-23 21:28:09-05,0,0,0,0
478,30273,30273,Addison,Service toward Howard,827,Red,30273,Howard,1,2012-10-23 21:15:13-05,2012-10-23 21:17:13-05,0,0,0,0
479,30273,30273,Addison,Service toward Howard,923,Red,30273,Howard,1,2012-10-23 21:15:47-05,2012-10-23 21:21:47-05,0,0,0,0
480,30273,30273,Addison,Service toward Howard,924,Red,30273,Howard,1,2012-10-23 21:15:52-05,2012-10-23 21:29:52-05,0,0,0,0
